Program,Term,Level,Subject Code,Subject Name,A*,A,A-,B+,B,B-,C+,C,C-,D+,D,F,All,A* To C+,C To D,F Only
[CCEE] Communication and Computer Engineering,Fall 2012,2,CMPN202,Introduction to Database Management Systems,0,0,2,2,3,3,1,0,0,1,0,0,12,11,1,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,ELCN201,Electronics-2 Analog and Digital Electronics,0,0,1,1,0,2,0,2,1,0,0,1,8,4,3,1
[CCEE] Communication and Computer Engineering,Fall 2012,2,ELCN203,Signal Analysis,0,0,0,1,0,2,1,1,0,1,1,1,8,4,3,1
[CCEE] Communication and Computer Engineering,Fall 2012,2,ELCN205,Electromagnetics-1,2,2,4,6,8,6,1,5,3,1,2,0,40,29,11,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,GENN201,Communication and Presentation Skills,5,1,0,1,0,2,0,0,0,0,0,0,9,9,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,GENN204,Accounting,16,2,4,1,0,0,0,0,0,0,0,0,23,23,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,GENN210,Risk Management and Environment,4,3,2,3,0,0,0,0,0,0,0,0,12,12,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,GENN221,Economics,7,1,2,0,0,0,0,0,0,0,0,0,10,10,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,MTHN201,Numerical Analysis,0,1,0,5,3,4,5,2,1,1,1,0,23,18,5,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,MTHN203,Probability and Statistics,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,2,PHYN211,Electromagnetic Fields,0,0,0,2,0,1,0,1,1,0,1,0,6,3,3,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,CCEN380,Seminar-2,57,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,CMPN301,Computer Architecture,3,1,7,12,5,2,3,2,2,2,0,1,40,33,6,1
[CCEE] Communication and Computer Engineering,Fall 2012,3,CMPN303,Operating Systems,0,1,1,7,4,0,1,0,1,0,0,0,15,14,1,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,ELCN304,Control-1,3,3,3,7,12,8,4,1,4,6,2,4,57,40,13,4
[CCEE] Communication and Computer Engineering,Fall 2012,3,ELCN305,Electromagnetics-2,0,1,1,3,4,5,0,0,0,0,1,0,15,14,1,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,ELCN306,Communications-1 Analogue Communications,3,2,3,5,10,4,8,2,2,3,4,5,51,35,11,5
[CCEE] Communication and Computer Engineering,Fall 2012,3,ELCN314,Computer Control Systems,0,1,1,2,4,1,1,2,0,1,2,1,16,10,5,1
[CCEE] Communication and Computer Engineering,Fall 2012,3,ELCN316,Communications-2,0,0,0,0,1,4,1,1,0,0,2,2,11,6,3,2
[CCEE] Communication and Computer Engineering,Fall 2012,3,ELCN323,Digital Signal Processing,1,2,1,2,3,1,2,1,2,0,0,0,15,12,3,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,GENN301,Ethics and Legislation,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,1
[CCEE] Communication and Computer Engineering,Fall 2012,3,GENN311,Technical Writing in Arabic,0,1,1,3,1,1,1,0,0,0,0,0,8,8,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,GENN321,Foreign Language,9,10,2,2,0,0,0,0,0,0,0,0,23,23,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,GENN326,Marketing,8,10,3,0,1,0,0,0,0,0,0,0,22,22,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,GENN327,Selections of Life Long Skills,2,2,2,0,1,0,0,0,0,0,0,0,7,7,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,3,GENN332,Service Management,1,4,3,5,0,0,0,0,0,0,0,0,13,13,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,4,CCEN480,Graduation Project-1,56,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,4,CMPN405,Computer Networks-1,1,1,1,10,6,8,8,10,3,2,2,1,53,35,17,1
[CCEE] Communication and Computer Engineering,Fall 2012,4,ELCN404,Control-2,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,4,ELCN405,Electromagnetics-3,4,3,3,4,5,5,4,4,1,3,0,4,40,28,8,4
[CCEE] Communication and Computer Engineering,Fall 2012,4,ELCN416,Communications-4,3,0,2,6,3,6,6,6,1,2,4,3,42,26,13,3
[CCEE] Communication and Computer Engineering,Fall 2012,4,ELCN426,Optical Fiber Communications,4,4,1,3,4,4,0,0,0,0,0,0,20,20,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,4,ELCN436,Mobile Communications,0,0,1,5,7,5,1,1,0,0,0,0,20,19,1,0
[CCEE] Communication and Computer Engineering,Fall 2012,4,ELCN441,Advanced Topics in Electronics-2,1,3,0,3,3,1,1,0,0,0,0,0,12,12,0,0
[CCEE] Communication and Computer Engineering,Fall 2012,4,ELCN466,Satellite Communications,6,5,1,4,6,5,0,0,0,0,0,0,27,27,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,0,GENN004,Computers for Engineers,0,0,0,2,1,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,0,MECN002,Mechanics-2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,0,MTHN003,Calculus II,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,1,GENN101,Technical Writing,1,0,0,2,1,1,0,1,0,0,0,0,6,5,1,0
[CCEE] Communication and Computer Engineering,Summer 2012,1,GENN102,Fundamentals of Management,2,2,3,1,2,0,0,0,0,0,0,0,10,10,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,2,CCEN281,Industrial Training-1,56,0,0,0,0,0,0,0,0,0,0,1,57,56,0,1
[CCEE] Communication and Computer Engineering,Summer 2012,2,GENN201,Communication and Presentation Skills,2,2,1,2,0,0,0,0,0,0,0,0,7,7,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,2,GENN204,Accounting,1,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,2,GENN210,Risk Management and Environment,3,4,4,4,0,4,1,0,0,0,0,0,20,20,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,2,GENN221,Economics,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,2,MTHN203,Probability and Statistics,0,0,0,1,2,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,3,CCEN381,Industrial Training-2,51,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,3,GENN326,Marketing,0,0,1,1,1,2,0,0,0,0,0,0,5,5,0,0
[CCEE] Communication and Computer Engineering,Summer 2012,3,GENN332,Service Management,0,3,0,1,1,0,0,0,0,0,1,0,6,5,1,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,CHEN001,Chemistry,10,0,5,7,7,2,0,0,0,0,0,0,31,31,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,GENN001,Humanities and Engineering,3,6,10,1,0,0,0,0,0,0,0,0,20,20,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,GENN002,English Language,2,5,2,2,0,0,0,0,0,0,0,0,11,11,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,GENN003,Basic Engineering Design,1,2,1,6,5,0,0,0,0,0,0,0,15,15,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,GENN004,Computers for Engineers,0,3,4,1,1,2,3,0,0,1,0,0,15,14,1,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,MDPN001,Engineering Graphics,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,MDPN002,Fundamentals of Manufacturing Engineering,0,2,3,8,11,5,3,0,0,0,0,0,32,32,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,MECN002,Mechanics-2,5,0,2,14,6,2,1,0,0,0,0,0,30,30,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,MTHN003,Calculus II,6,3,4,2,6,2,1,3,1,0,2,0,30,24,6,0
[CCEE] Communication and Computer Engineering,Spring 2012,0,PHYN002,Electricity and Magnetism,3,4,3,3,7,3,1,4,0,2,0,0,30,24,6,0
[CCEE] Communication and Computer Engineering,Spring 2012,1,CMPN103,Programming Techniques,0,1,0,7,4,1,0,2,2,1,0,0,18,13,5,0
[CCEE] Communication and Computer Engineering,Spring 2012,1,CVEN125,Civil Engineering,0,0,0,3,0,0,0,1,0,0,0,0,4,3,1,0
[CCEE] Communication and Computer Engineering,Spring 2012,1,ELCN112,Circuits-2,0,0,0,1,0,0,0,1,3,2,1,5,13,1,7,5
[CCEE] Communication and Computer Engineering,Spring 2012,1,EPMN125,Electrical Power Engineering,1,1,2,1,1,1,1,1,0,1,3,5,18,8,5,5
[CCEE] Communication and Computer Engineering,Spring 2012,1,GENN101,Technical Writing,1,0,0,0,2,2,1,0,0,0,0,0,6,6,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,1,GENN102,Fundamentals of Management,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,1,INTN125,Mechanical Engineering,0,1,2,8,12,11,6,1,1,1,3,2,48,40,6,2
[CCEE] Communication and Computer Engineering,Spring 2012,1,MTHN103,Differential Equations,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0
[CCEE] Communication and Computer Engineering,Spring 2012,1,MTHN104,Discrete Mathematics,0,0,1,1,0,0,1,3,0,0,0,0,6,3,3,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,CCEN280,Seminar-1,55,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,CMPN211,Microprocessor Systems-2,1,0,3,9,12,4,7,3,13,2,9,6,69,36,27,6
[CCEE] Communication and Computer Engineering,Spring 2012,2,ELCN203,Signal Analysis,0,1,1,2,2,3,5,6,4,6,4,9,43,14,20,9
[CCEE] Communication and Computer Engineering,Spring 2012,2,ELCN205,Electromagnetics-1,0,0,1,6,1,3,2,1,0,1,1,0,16,13,3,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,GENN201,Communication and Presentation Skills,0,0,1,2,4,1,0,0,0,0,0,0,8,8,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,GENN204,Accounting,20,6,1,1,0,0,0,0,0,0,0,0,28,28,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,GENN210,Risk Management and Environment,5,4,7,12,12,3,1,0,0,0,0,0,44,44,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,GENN221,Economics,3,1,3,1,0,0,0,0,0,0,0,0,8,8,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,MTHN201,Numerical Analysis,0,0,3,9,8,7,2,2,0,0,1,2,34,29,3,2
[CCEE] Communication and Computer Engineering,Spring 2012,2,MTHN203,Probability and Statistics,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,2,PHYN211,Electromagnetic Fields,0,0,2,3,3,2,3,0,1,1,2,2,19,13,4,2
[CCEE] Communication and Computer Engineering,Spring 2012,3,CCEN380,Seminar-2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,CCEN381,Industrial Training-2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,CMPN301,Computer Architecture,5,6,13,8,11,9,5,4,5,3,1,2,72,57,13,2
[CCEE] Communication and Computer Engineering,Spring 2012,3,CMPN303,Operating Systems,1,5,4,8,10,9,3,2,0,1,1,0,44,40,4,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN301,Electronics-3,9,6,3,7,10,4,3,3,2,5,4,4,60,42,14,4
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN305,Electromagnetics-2,0,1,0,4,3,0,1,0,0,1,1,1,12,9,2,1
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN306,Communications-1 Analogue Communications,0,0,0,0,1,0,3,0,0,0,1,1,6,4,1,1
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN314,Computer Control Systems,1,2,4,5,1,4,4,4,0,1,1,2,29,21,6,2
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN316,Communications-2,1,2,1,4,6,7,9,6,3,3,1,8,51,30,13,8
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN323,Digital Signal Processing,0,0,1,3,1,2,0,0,0,0,0,0,7,7,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN331,Advanced Topics in Electronics-1,1,2,4,6,5,2,0,0,0,0,0,0,20,20,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,ELCN351,Industrial Electronics,1,1,0,4,4,1,1,5,0,1,1,0,19,12,7,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,GENN301,Ethics and Legislation,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,GENN311,Technical Writing in Arabic,1,0,0,2,0,0,1,0,0,1,0,0,5,4,1,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,GENN321,Foreign Language,8,0,3,3,1,0,0,0,0,0,0,0,15,15,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,GENN326,Marketing,0,0,1,2,4,2,1,1,0,0,0,0,11,10,1,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,GENN327,Selections of Life Long Skills,0,2,2,4,3,1,1,0,1,0,0,0,14,13,1,0
[CCEE] Communication and Computer Engineering,Spring 2012,3,GENN332,Service Management,1,3,6,3,3,0,0,0,0,0,0,0,16,16,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,4,CCEN481,Graduation Project-2,20,26,3,0,0,0,0,0,0,0,0,0,49,49,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,4,CMPN403,Languages and Compilers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[CCEE] Communication and Computer Engineering,Spring 2012,4,ELCN404,Control-2,5,5,10,7,10,4,2,1,2,4,0,5,55,43,7,5
[CCEE] Communication and Computer Engineering,Spring 2012,4,ELCN405,Electromagnetics-3,1,0,2,4,2,6,3,2,2,2,3,4,31,18,9,4
[CCEE] Communication and Computer Engineering,Spring 2012,4,ELCN406,Communications-3,0,0,2,0,0,4,3,1,2,5,6,0,23,9,14,0
[CCEE] Communication and Computer Engineering,Spring 2012,4,ELCN416,Communications-4,1,0,1,1,4,4,1,3,5,4,1,1,26,12,13,1
[CCEE] Communication and Computer Engineering,Spring 2012,4,ELCN426,Optical Fiber Communications,2,0,2,3,2,3,0,1,1,0,0,0,14,12,2,0
[CCEE] Communication and Computer Engineering,Spring 2012,4,ELCN441,Advanced Topics in Electronics-2,0,1,0,1,2,2,0,2,0,0,0,0,8,6,2,0
[CCEE] Communication and Computer Engineering,Spring 2012,4,ELCN446,Advanced Topics in Communications-1,0,0,0,4,2,3,0,3,0,0,0,0,12,9,3,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,GENN001,Humanities and Engineering,0,3,3,1,0,2,0,0,0,0,0,1,10,9,0,1
[CCEE] Communication and Computer Engineering,Fall 2011,0,GENN002,English Language,6,5,3,3,1,0,0,1,0,0,0,0,19,18,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,GENN003,Basic Engineering Design,0,0,2,4,7,1,1,0,0,0,0,0,15,15,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,GENN004,Computers for Engineers,0,4,3,1,1,1,0,3,1,2,0,0,16,10,6,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,MDPN001,Engineering Graphics,4,6,5,9,4,1,1,0,0,0,0,0,30,30,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,MECN001,Mechanics-1,5,6,3,6,7,1,1,1,0,0,0,0,30,29,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,4,3,7,6,6,3,1,0,0,0,0,0,30,30,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,MTHN002,Calculus I,1,3,3,5,4,4,6,1,2,1,0,0,30,26,4,0
[CCEE] Communication and Computer Engineering,Fall 2011,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",6,2,5,5,4,5,3,0,0,0,0,0,30,30,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,CMPN101,Logic Design-1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,CMPN102,Data Structures and Algorithms,1,2,1,3,3,1,2,2,1,0,0,1,17,13,3,1
[CCEE] Communication and Computer Engineering,Fall 2011,1,CVEN125,Civil Engineering,0,0,1,2,2,0,2,1,1,0,0,1,10,7,2,1
[CCEE] Communication and Computer Engineering,Fall 2011,1,ELCN100,Laboratory,3,3,2,3,3,1,0,0,1,0,0,0,16,15,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,ELCN102,Circuits-1,0,0,0,1,1,0,2,0,0,0,0,0,4,4,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,EPMN125,Electrical Power Engineering,1,1,1,1,5,2,2,1,2,3,3,5,27,13,9,5
[CCEE] Communication and Computer Engineering,Fall 2011,1,GENN101,Technical Writing,3,1,2,5,1,0,0,0,0,0,0,0,12,12,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,GENN102,Fundamentals of Management,0,3,2,1,2,0,0,0,0,0,0,0,8,8,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,INTN125,Mechanical Engineering,0,0,0,4,3,1,3,0,1,0,0,0,12,11,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,MTHN103,Differential Equations,0,1,1,0,1,0,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,1,MTHN104,Discrete Mathematics,0,3,2,7,13,8,5,9,5,2,1,5,60,38,17,5
[CCEE] Communication and Computer Engineering,Fall 2011,1,PHYN102,Modern Physics,0,0,0,1,1,2,0,1,0,0,1,0,6,4,2,0
[CCEE] Communication and Computer Engineering,Fall 2011,2,CMPN201,Microprocessor Systems-1,1,2,2,9,18,2,4,6,8,3,5,5,65,38,22,5
[CCEE] Communication and Computer Engineering,Fall 2011,2,CMPN202,Introduction to Database Management Systems,0,0,4,10,17,3,8,3,5,2,1,1,54,42,11,1
[CCEE] Communication and Computer Engineering,Fall 2011,2,CMPN211,Microprocessor Systems-2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,2,ELCN201,Electronics-2 Analog and Digital Electronics,2,3,7,9,10,7,3,3,5,4,2,5,60,41,14,5
[CCEE] Communication and Computer Engineering,Fall 2011,2,ELCN203,Signal Analysis,0,1,3,3,5,3,1,2,0,1,2,3,24,16,5,3
[CCEE] Communication and Computer Engineering,Fall 2011,2,ELCN205,Electromagnetics-1,0,1,0,1,0,1,3,1,0,3,1,3,14,6,5,3
[CCEE] Communication and Computer Engineering,Fall 2011,2,GENN201,Communication and Presentation Skills,0,3,14,5,7,0,1,0,0,0,0,0,30,30,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,2,GENN204,Accounting,15,4,4,1,0,0,0,0,0,0,0,0,24,24,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,2,GENN210,Risk Management and Environment,0,4,2,2,0,1,0,0,0,0,0,0,9,9,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,2,GENN221,Economics,4,3,4,2,0,1,0,0,0,0,0,0,14,14,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,2,MTHN201,Numerical Analysis,7,1,4,1,1,3,0,1,1,0,0,2,21,17,2,2
[CCEE] Communication and Computer Engineering,Fall 2011,2,MTHN203,Probability and Statistics,0,1,0,0,3,0,1,1,0,0,0,0,6,5,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,2,PHYN211,Electromagnetic Fields,1,4,5,5,5,6,0,3,5,3,2,7,46,26,13,7
[CCEE] Communication and Computer Engineering,Fall 2011,3,CCEN380,Seminar-2,82,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,3,CCEN381,Industrial Training-2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,3,CMPN303,Operating Systems,6,2,5,14,16,14,5,7,7,1,2,0,79,62,17,0
[CCEE] Communication and Computer Engineering,Fall 2011,3,ELCN304,Control-1,3,3,8,11,4,6,3,2,5,4,3,3,55,38,14,3
[CCEE] Communication and Computer Engineering,Fall 2011,3,ELCN305,Electromagnetics-2,2,2,7,7,9,4,7,3,0,3,3,3,50,38,9,3
[CCEE] Communication and Computer Engineering,Fall 2011,3,ELCN306,Communications-1 Analogue Communications,1,2,5,6,5,5,5,7,5,4,3,2,50,29,19,2
[CCEE] Communication and Computer Engineering,Fall 2011,3,ELCN314,Computer Control Systems,0,1,2,1,1,3,4,1,4,0,2,1,20,12,7,1
[CCEE] Communication and Computer Engineering,Fall 2011,3,ELCN316,Communications-2,0,0,0,0,1,1,3,1,1,2,1,3,13,5,5,3
[CCEE] Communication and Computer Engineering,Fall 2011,3,ELCN323,Digital Signal Processing,1,1,2,4,0,4,2,6,7,1,0,1,29,14,14,1
[CCEE] Communication and Computer Engineering,Fall 2011,3,GENN301,Ethics and Legislation,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1
[CCEE] Communication and Computer Engineering,Fall 2011,3,GENN321,Foreign Language,7,6,5,7,1,1,1,0,0,0,0,0,28,28,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,3,GENN326,Marketing,2,2,10,5,1,1,0,0,0,0,0,0,21,21,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,3,GENN327,Selections of Life Long Skills,7,3,12,3,3,1,0,0,1,0,0,0,30,29,1,0
[CCEE] Communication and Computer Engineering,Fall 2011,3,GENN332,Service Management,0,0,1,4,0,0,1,0,0,0,0,0,6,6,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,4,CCEN480,Graduation Project-1,49,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,4,CCEN481,Graduation Project-2,0,0,7,6,0,0,0,0,0,0,0,0,13,13,0,0
[CCEE] Communication and Computer Engineering,Fall 2011,4,CMPN405,Computer Networks-1,0,1,0,0,2,6,3,4,6,4,2,5,33,12,16,5
[CCEE] Communication and Computer Engineering,Fall 2011,4,CMPN446,Image Processing and Computer Vision,0,0,0,0,0,0,0,2,0,1,0,0,3,0,3,0
[CCEE] Communication and Computer Engineering,Fall 2011,4,ELCN405,Electromagnetics-3,1,0,2,5,14,7,1,1,1,0,0,0,32,30,2,0
[CCEE] Communication and Computer Engineering,Fall 2011,4,ELCN406,Communications-3,0,3,2,5,4,6,1,4,2,3,2,2,34,21,11,2
[CCEE] Communication and Computer Engineering,Fall 2011,4,ELCN416,Communications-4,2,0,4,2,3,2,3,0,3,2,3,2,26,16,8,2
[CCEE] Communication and Computer Engineering,Fall 2011,4,ELCN426,Optical Fiber Communications,1,2,3,3,0,2,1,0,2,1,1,0,16,12,4,0
[CCEE] Communication and Computer Engineering,Fall 2011,4,ELCN436,Mobile Communications,0,0,1,1,6,6,4,6,1,0,0,1,26,18,7,1
[CCEE] Communication and Computer Engineering,Fall 2011,4,ELCN466,Satellite Communications,5,5,6,6,3,3,1,0,0,0,0,0,29,29,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,0,GENN001,Humanities and Engineering,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,0,MECN002,Mechanics-2,0,0,1,0,0,0,0,1,1,0,0,0,3,1,2,0
[CCEE] Communication and Computer Engineering,Summer 2011,1,GENN101,Technical Writing,1,0,5,2,3,1,0,0,0,0,0,0,12,12,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,1,GENN102,Fundamentals of Management,1,6,5,4,1,0,0,0,0,0,0,0,17,17,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,1,MTHN103,Differential Equations,0,0,0,3,0,0,0,1,2,0,0,0,6,3,3,0
[CCEE] Communication and Computer Engineering,Summer 2011,2,CCEN281,Industrial Training-1,61,0,0,0,0,0,0,0,0,0,0,2,63,61,0,2
[CCEE] Communication and Computer Engineering,Summer 2011,2,GENN201,Communication and Presentation Skills,4,5,4,7,1,1,0,0,0,0,0,0,22,22,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,2,GENN204,Accounting,5,2,1,0,0,1,0,0,1,0,0,1,11,9,1,1
[CCEE] Communication and Computer Engineering,Summer 2011,2,GENN210,Risk Management and Environment,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,2,GENN221,Economics,1,6,7,3,2,0,0,0,0,0,0,0,19,19,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,3,CCEN381,Industrial Training-2,55,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,3,GENN311,Technical Writing in Arabic,0,2,2,0,0,0,1,0,0,0,0,0,5,5,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,3,GENN321,Foreign Language,2,0,2,0,1,0,0,0,0,0,0,0,5,5,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,3,GENN326,Marketing,10,4,5,2,0,1,0,0,0,0,0,0,22,22,0,0
[CCEE] Communication and Computer Engineering,Summer 2011,3,GENN327,Selections of Life Long Skills,0,1,0,1,0,1,0,0,0,0,0,0,3,3,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,0,CHEN001,Chemistry,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,0,GENN001,Humanities and Engineering,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,0,GENN002,English Language,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[CCEE] Communication and Computer Engineering,Spring 2011,0,GENN003,Basic Engineering Design,0,0,1,3,1,0,0,0,0,0,0,0,5,5,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,0,GENN004,Computers for Engineers,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CCEE] Communication and Computer Engineering,Spring 2011,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,1,0,2,2,0,1,1,0,7,3,4,0
[CCEE] Communication and Computer Engineering,Spring 2011,0,MECN002,Mechanics-2,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0,0
