Program,Term,Level,Subject Code,Subject Name,A*,A,A-,B+,B,B-,C+,C,C-,D+,D,F,All,A* To C+,C To D,F Only
[AET] Architectural Engineering and Technology,Spring 2018,1,MTHN102,Multivariable Calculus and Linear Algebra,1,0,1,4,3,2,2,6,5,2,3,2,31,13,16,2
[AET] Architectural Engineering and Technology,Spring 2018,1,MTHN103,Differential Equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[AET] Architectural Engineering and Technology,Spring 2018,1,STRN101,Structural Analysis-1,0,0,0,1,1,1,0,2,0,1,0,0,6,3,3,0
[AET] Architectural Engineering and Technology,Spring 2018,1,STRN103,Engineering Materials,1,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0
[AET] Architectural Engineering and Technology,Spring 2018,1,STRN104,Mechanics of Materials,0,0,0,0,0,0,0,1,0,1,0,2,4,0,2,2
[AET] Architectural Engineering and Technology,Spring 2018,1,STRN122,Introduction to Construction Engineering,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[AET] Architectural Engineering and Technology,Spring 2018,2,ARCN203,Urban Design and Landscape,3,11,5,21,5,7,3,2,1,0,0,1,59,55,3,1
[AET] Architectural Engineering and Technology,Spring 2018,2,ARCN204,Engineering Thermal and Aerodynamics,0,3,3,12,19,12,1,2,1,0,1,1,55,50,4,1
[AET] Architectural Engineering and Technology,Spring 2018,2,ARCN207,Architectural Design-4,0,0,7,13,10,10,5,2,5,3,3,0,58,45,13,0
[AET] Architectural Engineering and Technology,Spring 2018,2,ARCN209,Building Technologies-2,5,20,15,12,3,1,1,0,0,0,0,0,57,57,0,0
[AET] Architectural Engineering and Technology,Spring 2018,2,ARCN230,Contemporary Architecture 20th Century and Beyond,2,11,3,7,4,4,1,0,0,0,0,2,34,32,0,2
[AET] Architectural Engineering and Technology,Spring 2018,2,ARCN231,History of Islamic Architecture,0,1,3,11,9,4,6,4,0,1,2,2,43,34,7,2
[AET] Architectural Engineering and Technology,Spring 2018,2,GENN201,Communication and Presentation Skills,6,16,4,2,1,0,0,0,0,0,0,0,29,29,0,0
[AET] Architectural Engineering and Technology,Spring 2018,2,GENN204,Accounting,0,4,2,3,3,4,3,4,1,4,1,1,30,19,10,1
[AET] Architectural Engineering and Technology,Spring 2018,2,GENN210,Risk Management and Environment,0,0,2,5,6,3,1,0,0,0,0,0,17,17,0,0
[AET] Architectural Engineering and Technology,Spring 2018,2,GENN221,Economics,0,1,1,5,5,1,5,2,1,1,0,0,22,18,4,0
[AET] Architectural Engineering and Technology,Spring 2018,2,MTHN203,Probability and Statistics,0,5,6,9,6,2,2,6,2,1,3,4,46,30,12,4
[AET] Architectural Engineering and Technology,Spring 2018,2,STRN211,Concrete Structures,6,13,18,14,4,3,1,0,0,0,0,0,59,59,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,AETN380,Seminar-2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,AETN381,Industrial Training-2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,ARCN303,Smart Building Information Systems,0,4,5,16,8,9,4,2,1,0,0,0,49,46,3,0
[AET] Architectural Engineering and Technology,Spring 2018,3,ARCN305,Building Construction-3,2,3,8,6,5,5,5,4,4,2,2,1,47,34,12,1
[AET] Architectural Engineering and Technology,Spring 2018,3,ARCN307,Architectural Design-6,0,5,14,8,19,2,0,4,0,0,0,0,52,48,4,0
[AET] Architectural Engineering and Technology,Spring 2018,3,ARCN333,Building Technologies-3 Energy in Building Design,0,0,8,6,3,3,2,2,1,4,0,0,29,22,7,0
[AET] Architectural Engineering and Technology,Spring 2018,3,ARCN334,Selected Topics in Architecture and Urban Design,0,0,10,2,1,1,1,0,0,0,0,0,15,15,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,CVEN301,Structural Systems and Design,0,3,4,8,3,9,2,4,2,1,4,3,43,29,11,3
[AET] Architectural Engineering and Technology,Spring 2018,3,CVEN302,Surveying and Foundation Design,0,0,2,2,3,5,3,8,3,9,10,8,53,15,30,8
[AET] Architectural Engineering and Technology,Spring 2018,3,GENN311,Technical Writing in Arabic,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,GENN321,Foreign Language,2,5,0,2,0,0,0,0,0,0,0,0,9,9,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,GENN327,Selections of Life Long Skills,1,4,2,1,0,0,0,0,0,0,0,0,8,8,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,GENN332,Service Management,2,5,2,0,1,0,0,0,0,0,0,0,10,10,0,0
[AET] Architectural Engineering and Technology,Spring 2018,3,GENN333,"Creativity, Art and Design",0,1,6,20,18,6,2,3,1,0,0,0,57,53,4,0
[AET] Architectural Engineering and Technology,Spring 2018,3,STRN312,Steel Structures,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[AET] Architectural Engineering and Technology,Spring 2018,4,AETN481,Graduation Project-2,0,2,9,11,11,6,2,1,0,0,0,0,42,41,1,0
[AET] Architectural Engineering and Technology,Spring 2018,4,ARCN402,Building Construction-4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[AET] Architectural Engineering and Technology,Spring 2018,4,ARCN405,Building Construction-5,1,7,4,11,13,2,1,1,0,1,0,0,41,39,2,0
[AET] Architectural Engineering and Technology,Spring 2018,4,ARCN432,Geometric Modeling,1,14,8,9,1,4,0,0,0,0,0,0,37,37,0,0
[AET] Architectural Engineering and Technology,Spring 2018,4,ARCN481,GP Independent Studies,0,0,1,6,8,10,6,5,2,2,2,0,42,31,11,0
[AET] Architectural Engineering and Technology,Fall 2017,0,CHEN001,Chemistry,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0
[AET] Architectural Engineering and Technology,Fall 2017,0,GENN001,Humanities and Engineering,2,12,8,8,2,1,0,0,1,0,0,0,34,33,1,0
[AET] Architectural Engineering and Technology,Fall 2017,0,GENN002,English Language,0,8,16,11,4,2,0,0,0,0,1,0,42,41,1,0
[AET] Architectural Engineering and Technology,Fall 2017,0,GENN003,Basic Engineering Design,0,16,18,4,2,0,0,0,0,0,0,0,40,40,0,0
[AET] Architectural Engineering and Technology,Fall 2017,0,GENN004,Computers for Engineers,0,3,4,3,1,3,8,3,3,3,1,2,34,22,10,2
[AET] Architectural Engineering and Technology,Fall 2017,0,MDPN001,Engineering Graphics,4,8,9,5,4,2,3,0,2,2,1,0,40,35,5,0
[AET] Architectural Engineering and Technology,Fall 2017,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,2,5,7,2,4,3,4,1,4,3,35,20,12,3
[AET] Architectural Engineering and Technology,Fall 2017,0,MECN001,Mechanics-1,0,2,3,5,5,8,12,5,9,6,9,8,72,35,29,8
[AET] Architectural Engineering and Technology,Fall 2017,0,MECN002,Mechanics-2,0,0,0,0,0,0,2,1,0,0,0,0,3,2,1,0
[AET] Architectural Engineering and Technology,Fall 2017,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,2,6,9,18,10,9,3,7,4,0,2,3,73,57,13,3
[AET] Architectural Engineering and Technology,Fall 2017,0,MTHN002,Calculus I,0,5,8,10,12,9,8,5,7,3,3,3,73,52,18,3
[AET] Architectural Engineering and Technology,Fall 2017,0,MTHN003,Calculus II,0,0,0,1,0,1,0,0,0,0,0,1,3,2,0,1
[AET] Architectural Engineering and Technology,Fall 2017,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",0,1,2,3,6,10,10,10,11,6,8,7,74,32,35,7
[AET] Architectural Engineering and Technology,Fall 2017,0,PHYN002,Electricity and Magnetism,0,0,0,0,1,0,1,0,0,1,1,1,5,2,2,1
[AET] Architectural Engineering and Technology,Fall 2017,1,ARCN101,Introduction to the History and Theory of Architecture,1,7,8,17,8,6,4,4,3,1,1,0,60,51,9,0
[AET] Architectural Engineering and Technology,Fall 2017,1,ARCN104,Architectural Design-1,1,5,13,25,10,2,2,0,0,0,1,0,59,58,1,0
[AET] Architectural Engineering and Technology,Fall 2017,1,ARCN105,Introduction to Building Construction and Technology,0,8,11,16,12,8,3,0,0,1,0,0,59,58,1,0
